id,name,short_name,description,sector_id,country_id,year_established,chartable,hidden,urlslug
92,"Qatar Petroleum",QP,"Qatar Petroleum (QP) is a state-owned public
corporation established by Emiri Decree No.
10 in 1974. It is responsible for all phases of
the oil and gas industry in the State of Qatar.
The principal activities of QP, its subsidiaries
and joint ventures are the exploration,
production, local and international sale of
crude oil, natural gas and gas liquids,
liquefied natural gas (LNG), refined products,
synthetic fuels, petrochemicals, fuel additives,
fertilizers, steel and aluminum.",1,9,1974,0,0,qp
93,"Al-Sadd Sports Club",ASSC,"Al-Sadd Club is a hallmark in the memory of Qatar' sports and one of the biggest clubs that created a niche in Qatar, Arab and international sports glories. The club throughout its eventual history, posted Nemours achievements and set as a good example for sports in Qatar.
In a nutshell, Al-Sadd is a great sports edifice to be reckoned with. Through the years, many prominent figures has led the club. All and all, no one can ever forget the valuable efforts made by HH Shaikh Tamim bin Hamad bin Khalifa Al-Thani, the Heir Apparent, who has a white mark on the Qatari sports. Al-Sadd has the honor to be chaired by HH the Heir apparent.",15,9,1969,1,0,assc
94,"Vodafone Qatar","Vodafone Qatar","Vodafone Qatar Q.S.C. (""Vodafone Qatar""), part of one of the world’s largest telecommunications Group, the Vodafone Group, is the holder of the Second Public Mobile and Fixed Telecommunications Networks and Services License in the State of Qatar.",8,9,2009,1,0,vodafone_qatar
95,"ACWA Power",ACWA,"In 2002, the Government of the Kingdom of Saudi Arabia decided to increase the role the private sector played in the Saudi economy by opening up the production of electricity and desalinated water to the private sector to own and operate.

Recognizing the opportunity that this significant shift in policy offered, ACWA Holding (representing the Abunayyan Trading Company and Abdulkadir Al Muhaidib & Sons Co.) along with the MADA Group for Industrial and Commercial Development (MADA Group) formed a joint venture under the name of ACWA Power Projects in 2004. The latter was the forerunner of present day ACWA Power, which was subsequently founded in 2008.",12,10,2002,0,0,acwa
96,"Kuwait National Petroleum Company",KNPC,"Since its incorporation, the company engaged in different activities of the oil industry. When it was established in 1960 KNPC was the only and first national company in a region where hydrocarbon resources were managed and exploited by foreign companies. The owners vision was a stimulating development and provided an exemplary experience in handling national resources. In its perspective KNPC came as a model for the indigenous potentials, to undertake management and exploitation of the oil resources which started to develop into a colossal source of income capable of sustaining the society welfare and financing its over all development. In 1975 the State acquired full ownership of KNPC and compensated the private shareholders for their stocks. KNPC’s operations were highly integrated mainly relying upon its oil refinery in Shuaiba and the marketing of petroleum products from Al-Ahmadi Refinery, run at the time by Kuwait Oil Company KOC- in both Local and international markets. As a matter of fact KNPC at that time was maintaining an efficient presence in Europe, the Far East and United States of America to handle the marketing of petroleum products from the Kuwait refineries. It even owned and operated a number of oil tankers to deliver petroleum products to customers all across the world.",1,6,1960,1,0,knpc
97,"Zain Group",Zain,"Zain is the pioneer of mobile telecommunications in the Middle East. We began life in 1983 in Kuwait as the region’s first mobile operator, and since the initiation of our expansion strategy in 2003, we have expanded rapidly. Today, we are a leading mobile and data services operator with a commercial footprint in 8 Middle Eastern and North African countries with a workforce of over 7,000 providing a comprehensive range of mobile voice and data services to over 45.6 million active individual and business customers",8,6,1983,1,0,zain
98,"Consolidated Contractors Company (CCC)",(CCC),"CCC’s origins go back to 1952 when three talented young entrepreneurs, the late Kamel Abdul-Rahman, the late Hasib Sabbagh, and Said Khoury, joined forces to create one of the first Arab construction companies.
After decades of growth, CCC continues to practice the same style of management incorporated at its founding, a style based on mutual trust with clients, ease of communication, and smooth collaboration across locations and departments. Since the company’s humble beginnings, the CCC Group has expanded to include several subsidiaries, augmenting CCC’s regional and international status. Today, CCC leads the industry in the adoption of new technology to improve construction efficiency and enhance project controls.",18,7,1952,1,0,ccc
99,"Ma'aden Saudi Arabia Mining Company",Ma'aden,"Ma'aden was formed by Royal decree in 1997 to facilitate the development of Saudi Arabia's mineral resources and was originally wholly owned by the Saudi Government before 50% of its shares were floated on the Saudi Stock Exchange (Tadawul) in 2008.

Initially Ma'aden's activities focused on expanding its active gold business which now includes five mines and over 11 million ounces of JORC compliant gold resources at operational and exploration sites.

Ma'aden has also developed its activities beyond gold with the development of Ma'aden Phosphate Company, which started production in 2011, its aluminium project and a number of other projects. Ma'aden's exploration teams are working to expand available resources in existing business areas as well as to broaden the company's mineral portfolio.",10,10,1997,1,0,maaden
100,"Crescent Enterprises","Crescent Enterprises","Crescent Enterprises, a multinational company headquartered in the UAE, has succeeded in growing a diverse range of sustainable, scalable and profitable operating companies globally since its inception. Today, through its 20 subsidiaries and affiliates, Crescent Enterprises employs over 5,000 dedicated professionals across five continents.
From ports and logistics, power and
engineering, and business aviation, to
private equity investments, healthcare,
media and entertainment, and startups,
each of our subsidiary and affiliate
companies have realised this ideal and
stood out over the past year
in their own defining way.",26,13,2007,1,0,crescent
101,"Family Development Foundation",FDF,"In his capacity As ruler of Abu Dhabi Emirate, H.H Sheikh KHALIFA BIN ZAYED AL NAHYAN issued Local Law No. 11 for 2006 to establish a public non-profit organization named the Family Development Foundation. The Foundation is an independent entity with full legal competence and financial and administrative independence headed by H.H Sheikha FATIMA BINT MUBARAK.The foundation revolves around Strengthening religious values and implanting inherent Arab culture to ensure the continuity of the family and the cohesion of society.
Working to help woman and strengthen her position to enable her to effectively
contribute to the economic and social development.",11,13,2006,1,0,fdf
102,"Dubai Electricity and Water Authority (DEWA)",DEWA,"Dubai Electricity and Water Authority (DEWA) was formed on 1 January, 1992, by a decree issued by the late Sheikh Maktoum bin Rashid Al Maktoum to take over and merge the Dubai Electricity Company and the Dubai Water Department that had been operating independently for several years until then. Both these organisations were established in 1959 through the foresight and initiative of His Highness Sheikh Rashid bin Saeed Al Maktoum, the late Ruler of Dubai, as government-supported bodies with the objective of making available to the people of Dubai an adequate and reliable supply of electricity and water.
",12,13,1992,1,0,dewa
